words	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
asfalt	0	0	0	0	0	0	0	0	0	0
asgari	0	0	0	0	0	1	0	0	0	0
asi	1	0	0	1	0	1	0	0	0	0
asidite	0	0	0	0	0	0	0	0	0	0
asil	0	0	0	0	0	0	1	0	0	1
asilzade	0	0	0	0	0	0	1	0	0	1
asimetri	0	0	1	0	0	0	0	0	0	0
asimetrik	0	0	0	0	0	0	0	0	0	0
asimilasyon	0	0	0	0	0	0	0	0	0	0
asimptotik	0	0	0	0	0	0	0	0	0	0
aşinalık	0	1	0	0	1	0	1	0	0	1
AŞIRI	0	0	0	0	0	1	0	0	0	0
asistan	0	0	0	0	0	0	0	0	0	0
asit	0	0	0	0	0	1	0	0	0	0
aşı	1	0	0	0	0	0	0	0	0	0
aşık	0	0	0	0	0	0	0	0	0	0
asık suratlı	0	0	0	0	0	1	0	1	0	0
aşılama	0	0	0	0	0	0	0	0	0	1
aşılamak	0	0	0	0	0	0	0	0	0	0
asılı	1	0	1	1	0	1	0	1	0	0
aşılmaz	0	0	0	1	0	1	0	1	0	0
asılsız	0	0	0	0	0	1	0	0	0	0
aşındırıcı	0	0	0	1	0	1	0	0	0	0
aşındırmak	0	0	0	0	0	0	0	0	0	0
aşınma	0	0	0	0	0	1	0	0	0	0
aşınmış kaya parçası	0	0	0	0	0	0	0	0	0	0
aşırı doz	0	0	0	0	0	1	0	0	0	0
Aşırı duyarlı	0	0	0	0	0	0	0	0	0	0
aşırı duygusal	0	0	0	0	0	0	0	0	0	0
aşırı duygusallık	0	0	0	0	0	0	1	0	0	0
aşırı şişman	0	0	1	0	0	1	0	0	0	0
aşırı yükleme	0	0	0	0	0	1	0	1	0	0
asırlık	0	0	0	0	0	0	0	0	0	0
Aşk	0	0	0	0	1	0	1	0	0	0
asker	1	0	0	0	0	0	1	1	0	0
askere alma	0	0	0	0	0	0	0	0	0	0
askeri	1	0	0	0	0	0	0	0	0	0
askıda	0	0	0	0	0	0	0	0	0	0
askıya alındı	0	0	0	0	0	0	0	0	0	0
askıya almak	0	0	0	0	0	0	0	0	0	0
aslan	0	0	0	1	0	0	1	0	0	0
asli	0	0	0	0	0	0	1	0	0	0
aşma	0	0	0	1	0	1	0	0	0	0
asma kilit	0	0	0	0	0	0	0	0	0	0
asmak	0	0	0	0	0	0	0	0	0	0
aşmak	0	1	0	0	1	0	1	0	0	0
asp	0	0	0	1	0	0	0	0	0	0
aspartam	0	0	0	0	0	0	0	0	0	0
ast	0	0	0	1	0	1	0	0	0	0
astar	0	0	0	0	0	0	0	0	0	0
astar boya	0	0	0	0	0	0	1	0	0	1
astarlanmış	0	0	0	0	0	0	0	0	0	0
astarlı	0	0	0	0	0	0	0	0	0	0
asteroitler	0	0	0	0	0	0	0	0	0	0
astigmatizm	0	0	0	0	0	0	0	0	0	0
astral	0	0	0	0	0	0	0	0	0	0
astrolog	0	1	0	0	0	0	1	0	0	0
astroloji	0	0	0	0	0	0	0	0	0	0
astronom	0	1	0	0	0	0	1	0	0	0
astronomi	0	0	0	0	0	0	0	0	0	0
astronot	0	0	0	0	0	0	1	0	0	0
at	0	0	0	0	0	0	0	0	0	1
at nalı	0	0	0	0	0	0	0	0	0	0
Ata	0	0	0	0	0	0	0	0	0	0
ataerkil	0	0	0	0	0	0	1	0	0	1
atalardan kalma	0	0	0	0	0	0	0	0	0	1
Atalarımızın	0	0	0	0	1	0	1	0	0	1
atama	0	0	0	0	0	0	0	0	0	0
atamak	0	0	0	0	0	0	0	0	0	0
atasözü	0	0	0	0	0	0	0	0	0	0
ateist	0	0	0	0	0	0	0	0	0	0
ateizm	0	0	0	0	0	1	0	0	0	0
ateroskleroz	0	0	0	1	0	1	0	1	0	0
ateş	0	0	0	1	0	0	0	0	0	0
ateş böceği	0	0	0	0	0	0	0	0	0	0
ateş etme	1	0	0	1	0	1	0	0	0	0
ateşkes	0	0	0	0	1	0	1	0	0	1
ateşleme	0	0	0	0	0	0	0	0	0	0
ateşli	0	1	0	0	1	0	1	0	0	0
ateşli silahlar	1	0	0	1	0	1	0	0	0	0
ateştopu	0	0	0	0	0	0	1	0	0	0
atıcı	0	0	0	1	0	0	0	0	0	0
atık	0	0	1	0	0	1	0	0	0	0
atıl	0	0	0	0	0	1	0	0	0	0
atılan	0	0	0	0	0	0	0	0	0	0
atılmak	0	0	0	0	0	0	0	0	0	0
atış	1	0	0	1	0	1	0	1	1	0
atışma	1	0	0	0	0	1	0	0	0	0
atıştırmalıklar	0	0	0	0	0	0	0	0	0	0
atlama	0	0	0	0	0	0	0	0	0	0
atlamak	0	0	0	0	0	1	0	0	0	0
Atlas	0	0	0	0	0	0	0	0	0	0
atlatma	0	0	0	0	0	1	1	0	0	0
atlatmak	0	0	0	0	0	0	0	0	0	0
atlet	0	0	0	0	0	0	1	0	0	0
atletik	0	0	0	0	0	0	1	0	0	0
atletizm	0	0	0	0	0	0	0	0	0	0
atlı	0	0	0	0	0	0	0	0	0	0
atlı kızak	0	0	0	0	0	0	0	0	0	0
atlıkarınca	0	0	0	0	0	0	0	0	0	0
atmak	0	0	0	0	0	0	0	0	0	0
atmosfer	0	0	0	0	0	0	0	0	0	0
atmosferik	0	0	0	0	0	0	0	0	0	0
atol	0	0	0	0	0	0	0	0	0	0
atölye	0	0	0	0	0	0	0	0	0	0
atom	0	0	0	0	0	0	1	0	0	0
atomaltı	0	0	0	0	0	0	0	0	0	0
atomik	0	0	0	0	0	0	0	0	0	0
atriyum	0	0	0	0	0	0	0	0	0	0
atrofi	0	0	1	1	0	1	0	1	0	0
Auto corrected to: calendar	0	0	0	0	0	0	0	0	0	0
av	0	0	0	0	0	0	0	0	0	0
av köpeği	0	0	0	0	0	0	0	0	0	0
avam	0	0	0	0	0	0	0	0	0	0
avantaj	0	0	0	0	0	0	1	0	0	0
avantajlı	0	0	0	0	0	0	1	0	0	0
avare	0	0	0	0	0	0	0	0	0	0
avatar	0	0	0	0	0	0	1	0	0	0
avcı	0	1	0	1	0	1	0	1	0	0
avcılık	1	1	0	1	0	1	0	0	0	0
avize	0	0	0	0	0	0	0	0	0	0
avlu	0	0	0	0	0	0	0	0	0	0
Avokado	0	0	0	0	0	0	0	0	0	0
avuç	0	0	0	0	0	0	0	0	0	0
avuç içi	0	0	0	0	0	0	0	0	0	0
avukat	1	0	0	1	0	0	1	0	0	1
ay	0	0	0	0	0	0	0	0	0	0
Ay ışığı	0	0	0	0	0	0	0	0	0	0
ayağını kaydırmak	0	0	0	0	0	0	0	0	0	0
ayak	0	0	0	0	0	0	0	0	0	0
ayak bileği	0	0	0	0	0	0	0	0	0	0
ayak değirmeni	0	1	0	0	0	0	0	0	0	0
ayak işleri	0	1	0	0	0	0	1	0	0	1
ayak izi	0	0	0	0	0	0	0	0	0	0
ayak parmağı	0	0	0	0	0	0	0	0	0	0
ayakkabı	0	0	0	0	0	0	0	0	0	0
ayakkabı tamircisi	0	0	0	0	0	0	0	0	0	0
ayaklanma	1	0	0	0	0	1	0	0	0	0
ayaklar	0	0	0	0	0	0	0	0	0	0
ayakta	0	0	0	0	0	0	1	0	0	0
ayaktakımı	1	0	0	1	0	1	0	0	0	0
ayarlama	0	0	0	0	0	0	0	0	0	0
ayarlamak	0	0	0	0	0	0	0	0	0	0
ayartıcı	1	0	1	1	0	1	0	1	0	0
ayartma	0	0	0	0	0	1	0	0	0	0
ayartmak	0	0	0	0	0	1	0	0	0	0
aybaşı	0	0	0	0	0	0	0	0	0	0
aydın	0	1	0	0	0	0	1	0	0	1
Aydınlatıcı	0	0	0	0	0	0	0	0	0	0
aydınlatma	0	0	0	0	1	0	1	0	0	1
aydınlatmak	0	0	0	0	1	0	1	0	1	1
aydınlık	0	0	0	0	0	0	0	0	0	0
ayet	0	0	0	0	0	0	0	0	0	0
aygır	0	0	0	0	0	0	1	0	0	0
ayin	0	0	0	0	0	0	0	0	0	0
ayı	1	0	0	1	0	0	0	0	0	0
Ayıkla	0	0	0	0	0	0	0	0	0	0
Ayıklanıyor	0	0	0	0	0	0	0	0	0	0
ayıp	1	0	1	0	0	1	0	0	0	0
ayırıcı	0	0	0	0	0	0	0	0	0	0
ayırma	0	0	0	0	0	0	0	0	0	0
ayırmak	0	0	0	0	0	0	0	0	0	0
ayırt edici	0	0	0	0	0	0	0	0	0	0
ayırt edilebilir	0	0	0	0	0	0	0	0	0	0
ayırt edilemez	0	0	0	0	0	0	0	0	0	0
ayırt etme	1	0	1	1	0	1	0	1	0	0
aylık	0	0	0	0	0	0	0	0	0	0
ayna	0	0	0	0	0	0	0	0	0	0
aynen	0	0	0	0	0	0	0	0	0	0
aynı	0	0	0	0	0	0	0	0	0	0
aynı anda her yerde bulunma	0	0	0	0	0	0	0	0	0	0
aynı derecede	0	0	0	0	0	0	1	0	0	0
aynı şekilde	0	0	0	0	0	0	0	0	0	0
aynılık	0	0	0	0	0	0	0	0	0	0
ayrı	0	0	0	0	0	0	0	0	0	0
ayrı ayrı	0	0	0	0	0	0	0	0	0	0
ayrıcalık	0	0	0	0	0	0	0	0	0	0
ayrıcalıklı	0	0	0	0	0	0	0	0	0	0
ayrık	0	0	0	0	0	0	0	0	0	0
ayrılabilir	0	0	0	0	0	0	0	0	0	0
ayrıldı	0	0	0	0	0	0	0	0	0	0
ayrılık	0	0	0	0	0	0	0	1	0	0
ayrılıkçı	1	0	1	0	0	1	0	0	0	0
ayrılma	0	0	0	0	0	1	0	0	0	0
ayrılmak	0	1	0	0	0	0	0	1	0	0
ayrılmaz	0	0	0	0	1	0	1	0	0	1
ayrılmış	0	0	0	0	0	0	0	0	0	0
ayrım	0	0	0	0	0	0	1	0	0	0
ayrıntılar	0	0	0	0	0	0	0	0	0	0
ayrıntıları ile yazmak	0	0	0	0	0	0	0	0	0	0
ayrıntılı	0	0	0	0	0	0	0	0	0	0
ayrışma	0	0	1	1	0	1	0	1	0	0
ayrıştırmak	0	0	1	0	0	0	0	0	0	0
az miktar	0	0	0	0	0	0	0	0	0	0
azalan	0	0	0	0	0	1	0	0	0	0
azalma	0	0	0	0	0	1	0	0	0	0
azalmak	0	0	0	0	0	1	0	1	0	0
azalmış	0	0	0	0	0	0	0	0	0	0
azaltılmış	0	0	0	0	0	1	0	0	0	0
azaltma	0	0	0	0	0	0	0	0	0	0
azaltmak	0	0	0	0	0	0	0	0	0	0
azar azar yemek	0	0	0	0	0	0	1	0	0	0
azarlama	0	0	0	0	0	1	0	0	0	0
azarlamak	1	0	1	1	0	1	0	1	0	0
azat etme	0	1	0	0	1	0	1	0	0	0
azdırma	1	0	0	1	0	1	0	0	0	0
azdırmak	0	0	0	0	0	1	0	0	0	0
azgın	0	0	0	0	0	0	0	0	0	0
azgınca	1	0	0	0	0	0	0	0	0	0
azgınlık	0	0	0	0	0	0	0	0	0	0
azim	0	0	0	0	0	0	0	0	0	0
azimut	0	0	0	0	0	0	0	0	0	0
aziz	0	1	0	0	1	0	1	0	1	1
Azımsamak	0	0	0	0	0	0	0	0	1	0
azınlık	0	0	0	0	0	1	0	0	0	0
azlık	1	0	1	0	0	1	0	1	0	0
azman	0	0	0	0	0	1	0	0	0	0
azmetmek	0	0	0	0	0	0	0	0	0	0
baba	0	0	0	0	0	0	0	0	0	0
baba tarafından	0	0	0	0	0	0	0	0	0	0
babadan kalma miras	0	0	0	0	0	0	0	0	0	0
babalar	0	0	0	0	0	0	0	0	0	0
babalık	0	0	0	0	0	0	0	0	0	0
baca	0	0	0	0	0	0	0	0	0	0
baca şapkası	0	0	0	0	0	0	0	0	0	0
bacak	0	0	0	0	0	0	0	0	0	0
bacaklar	0	0	0	0	0	0	0	0	0	0
backpacker	0	0	0	0	0	0	0	0	0	0
bademcikler	0	0	0	0	0	0	0	0	0	0
bağ	0	0	0	0	0	0	0	0	0	0
bagaj	0	0	0	0	0	0	0	0	0	0
bağdoku	0	0	0	0	0	0	0	0	0	0
bağıl	0	0	0	0	0	0	0	0	0	1
bağımlı	0	1	0	0	0	0	0	0	0	1
bağımlılık	0	0	0	0	0	1	0	0	0	0
bağımsız	0	0	0	0	0	0	0	0	0	0
bağımsızlık	0	1	0	0	1	0	1	0	1	1
bağıntı	0	0	0	0	0	0	0	0	0	0
bağıntılı	0	0	0	0	0	0	0	0	0	0
bağıran	1	0	1	1	0	1	0	0	0	0
bağırma	1	0	0	1	0	1	0	0	1	0
bağırmak	1	0	0	0	0	1	0	0	0	0
bağırsak	0	0	1	0	0	0	0	0	0	0
bağırsaklar	0	0	1	0	0	1	0	0	0	0
bağırtı	0	0	0	0	0	0	0	0	0	0
bağış	0	0	0	0	0	0	1	0	0	0
bağışık	0	0	0	0	0	0	0	0	0	0
bağışlamak	0	0	0	0	0	0	0	0	0	0
bağışlayıcı	0	0	0	0	0	0	1	0	0	1
bağlaç	0	0	0	0	0	0	0	0	0	0
bağlaç görevi yapan	0	0	0	0	0	0	0	0	0	0
bağlam	0	0	0	0	0	0	0	0	0	0
bağlamak	0	0	0	0	0	0	0	0	0	0
bağlanmış	0	0	0	0	0	0	0	0	0	0
bağlantı	0	0	0	0	0	0	0	0	0	0
bağlantı kesildi	0	0	0	0	0	1	0	1	0	0
bağlantı parçaları	0	0	0	0	0	0	0	0	0	0
bağlayıcı	0	0	0	0	0	0	0	0	0	0
bağlı	0	0	0	0	0	0	1	0	0	0
bağlılık	0	0	0	0	0	0	0	0	0	0
bağnaz	1	0	1	1	0	1	0	1	0	0
bağrına basmak	0	0	0	0	0	0	1	0	0	1
bağsız	0	0	0	0	0	0	0	0	0	0
bahane	0	0	0	0	0	1	0	0	0	0
Baharat	0	0	0	0	0	0	0	0	0	0
baharatlı	0	0	0	0	0	0	0	0	0	0
Bahçe	0	0	0	0	1	0	1	0	0	0
bahçecilik	0	0	0	0	0	0	0	0	0	0
bahçıvan	0	0	0	0	0	0	0	0	0	0
Bahçıvanlık	0	0	0	0	0	0	0	0	0	0
bahis	0	0	0	0	0	0	0	0	0	0
bahşedilen	0	0	0	0	0	0	1	0	0	0
bahsi geçen	0	0	0	0	0	0	0	0	0	0
bahşiş	0	0	0	0	0	0	0	0	0	0
bak	0	0	0	0	0	0	0	0	0	0
bakalorya	0	0	0	0	0	0	1	0	0	0
bakan	0	0	0	0	0	0	0	0	0	0
bakanlık	0	0	0	0	0	0	0	0	0	0
bakara	0	0	0	0	0	0	0	0	0	0
bakarken	0	0	0	0	0	0	0	0	0	0
bakire	0	0	0	0	0	0	1	0	0	0
bakirelik	0	1	0	0	0	0	1	0	0	0
bakılmaksızın	0	0	0	0	0	0	0	0	0	0
bakım	0	0	0	0	0	0	0	0	0	0
bakımsız	1	0	1	0	0	1	0	1	0	0
bakır	0	0	0	0	0	0	0	0	0	0
bakış	0	0	0	0	0	0	0	0	0	0
bakış açısı	0	0	0	0	0	0	0	0	0	0
bakıyorum	0	0	0	0	0	0	0	0	0	0
Bakkal	0	0	0	0	0	0	0	0	0	0
bakkaliye	0	0	0	0	0	0	0	0	0	0
baklagillerden bitki	0	0	0	0	0	0	0	0	0	0
bakmak	0	0	0	0	0	1	0	0	0	0
bakteriler	0	0	1	1	0	1	0	1	0	0
Baküs alemleri	0	0	0	0	0	0	0	0	0	0
bal	0	0	0	0	0	0	1	0	0	0
bal arısı	1	0	0	1	0	0	0	0	0	0
bal likörü	0	0	0	0	0	0	0	0	0	0
bal peteği	0	0	0	0	0	0	0	0	0	0
balast	0	0	0	0	0	0	0	0	0	0
balayı	0	1	0	0	1	0	1	0	1	1
balçık	0	0	1	0	0	0	0	0	0	0
baldıranotu	0	0	0	0	0	0	0	0	0	0
bale	0	0	0	0	0	0	1	0	0	0
balgam	0	0	1	0	0	1	0	0	0	0
balina	0	0	0	0	0	0	0	0	0	0
balık	0	0	0	0	0	0	0	0	0	0
balık türlüsü	0	0	0	0	0	0	1	0	0	0
Balık tutma	0	0	0	0	0	0	0	0	0	0
balıkçı	0	0	0	0	0	0	0	0	0	0
balıkçı yaka	0	0	0	0	0	0	0	0	0	0
balıkçılık	0	0	0	0	0	0	0	0	0	0
balkon	0	0	0	0	0	0	0	0	0	0
balmumu	0	0	0	0	0	0	0	0	0	0
balo salonu	0	0	0	0	0	0	0	0	0	0
balon	0	0	0	0	0	0	0	0	0	0
balsam	0	0	0	0	0	0	1	0	0	0
balta	0	0	0	0	0	0	0	0	0	0
balya	0	0	0	1	0	1	0	0	0	0
bana göre	0	0	0	0	0	0	0	0	0	0
banço	0	0	0	0	0	0	0	0	0	0
bandaj	0	0	0	0	0	0	0	0	0	0
Bank	0	0	0	0	0	0	0	0	0	0
banka	0	0	0	0	0	0	0	0	0	1
bankacı	0	0	0	0	0	0	0	0	0	1
banliyö	0	0	0	0	0	0	0	0	0	0
banliyöler	0	0	0	0	0	0	0	0	0	0
bant	0	0	0	0	0	0	0	0	0	0
banyo	0	0	0	0	0	0	1	0	0	0
bar	0	0	0	0	0	0	0	0	0	0
baraj	0	0	0	0	0	0	0	0	0	0
baraka	0	0	0	0	0	0	0	0	0	0
barbar	0	0	0	1	0	1	0	0	0	0
barbarlık	0	0	0	0	0	1	0	0	0	0
Barbekü	0	0	0	0	0	0	0	0	0	0
bardak	0	0	0	0	0	0	0	0	0	0
bardak altlığı	0	0	0	0	0	0	0	0	0	0
barikat	0	0	0	1	0	1	0	0	0	0
bariton	0	0	0	0	0	0	0	0	0	0
bariyer	1	0	0	0	0	1	0	0	0	0
bariz	1	0	1	0	0	1	0	0	0	0
barınak	0	1	0	0	1	0	1	0	0	1
Barış	0	1	0	0	1	0	1	0	0	1
barışçı	0	0	0	0	0	0	1	0	0	0
barmen	0	0	0	0	0	0	0	0	0	1
barney	0	0	0	0	0	0	0	0	0	0
barok	0	0	0	0	0	0	0	0	0	0
barometre	0	0	0	0	0	0	0	0	0	0
baron	0	0	0	0	0	0	0	0	0	0
barut	0	0	0	1	0	0	0	0	0	0
bas	0	0	0	0	0	0	0	0	0	0
baş ağrısı	0	0	0	0	0	1	0	0	0	0
baş dönmesi	0	0	0	0	0	1	0	0	0	0
baş kelime	0	0	0	0	0	0	1	0	0	0
baş sallama	0	0	0	0	0	0	0	0	0	0
başak	0	0	0	1	0	0	0	0	0	0
basamak	0	0	0	0	0	0	0	0	0	0
başarı	0	0	0	0	0	0	1	0	0	0
başarılı	0	0	0	0	1	0	1	0	0	0
başarılı olmak	0	1	0	0	1	0	1	0	0	0
başarısız	0	0	0	0	0	1	0	1	0	0
başarısızlık	0	0	1	1	0	1	0	1	0	0
başarmak	0	0	0	0	1	0	1	0	0	0
başbakan	0	0	0	0	0	0	1	0	0	0
başbuğ	0	0	0	0	0	0	1	0	0	0
başgösteren	0	0	0	0	0	0	0	0	0	0
başhemşire	0	0	0	0	0	0	1	0	0	1
basit	0	0	0	0	0	0	0	0	0	0
basitçe	0	0	0	0	0	0	0	0	0	0
basitleştirmek	0	1	0	0	1	0	1	0	1	1
başıboş	0	1	0	1	0	1	0	1	0	0
basık	0	0	0	0	0	0	0	0	0	0
basın	0	0	0	0	0	0	0	0	0	0
başına gelmek	0	0	0	0	0	1	0	0	0	0
basınç	0	0	0	0	0	1	0	0	0	0
başkalaşım	0	0	0	0	0	0	0	0	0	0
başkan	0	0	0	0	0	0	1	0	0	1
başkanlık	0	0	0	0	0	0	0	0	0	0
başkası için yapılan	0	0	0	0	0	0	0	0	0	0
başkasının yeri	0	0	0	0	0	0	0	0	0	0
Başkent	0	0	0	0	0	0	0	0	0	0
başkentler	0	0	0	0	0	0	0	0	0	0
Basketbol	0	1	0	0	1	0	1	0	0	0
baskı	0	1	0	0	0	0	0	0	0	0
baskıcı	1	0	1	1	0	1	0	1	0	0
baskın	1	0	0	1	0	1	0	0	0	0
baskın çıkmak	0	0	0	0	0	0	0	0	0	0
baskınlık	0	0	0	0	0	0	0	0	0	1
başkomiser	0	0	0	0	0	0	0	0	0	0
başla	0	0	0	0	0	0	0	0	0	0
başladı	0	1	0	0	0	0	0	0	0	0
başlamak	0	0	0	0	0	0	0	0	0	0
başlangıç	0	0	0	0	0	0	0	0	0	0
başlatılan	0	0	0	0	0	0	0	0	0	0
başlatmak	0	0	0	0	0	0	0	0	0	0
başlıca	0	0	0	0	0	0	0	0	0	0
başlık	0	0	0	0	0	0	0	0	0	0
başlıklı	0	0	0	0	0	0	0	0	0	0
başlıksız	0	0	0	0	0	1	0	1	0	0
basma	0	0	0	0	0	0	0	0	0	0
basmakalıp	0	0	0	0	0	0	0	0	0	0
başparmak	0	0	0	0	0	0	0	0	0	0
başpiskopos	0	0	0	0	0	0	0	0	0	0
başrahip	0	0	0	0	0	0	0	0	0	1
başsız çivi	0	0	0	0	0	0	0	0	0	0
baştan çıkaran	0	0	0	0	0	0	0	0	0	0
baştan çıkarıcı	0	1	0	0	0	0	0	0	0	0
baştan farzetmek	0	0	0	0	0	0	0	0	0	0
baştankara	0	0	0	0	0	1	0	0	0	0
bastırılamaz	0	0	0	0	0	0	0	0	0	0
bastırılmış	0	0	0	0	0	0	0	0	0	0
Bastırma	1	0	1	1	0	1	0	0	0	0
bastırmak	0	0	0	1	0	1	0	0	0	0
baston	1	0	0	1	0	0	0	0	0	0
başucu	0	0	0	0	0	0	0	0	0	0
basur	0	0	1	0	0	1	0	0	0	0
başvuru	0	0	0	0	0	0	0	0	0	0
başvuru sahibi	0	1	0	0	0	0	0	0	0	0
başyapıt	0	0	0	0	1	0	1	0	0	0
başyazı	0	0	0	0	0	0	0	0	0	0
batak	0	0	0	0	0	0	0	0	0	0
bataklık	0	0	0	0	0	1	0	0	0	0
bataklıklı kol	0	0	0	0	0	0	0	0	0	0
batimetri	0	0	0	0	0	0	0	0	0	0
batı	0	0	0	0	0	0	0	0	0	0
batık	0	0	0	0	0	0	0	0	0	0
batıl inanç	0	0	0	1	0	1	1	0	0	0
batıl inançları olan	0	1	0	1	0	1	0	0	0	0
batırmak	0	1	0	1	1	0	1	0	1	1
baton	0	0	0	0	0	0	0	0	0	0
battaniye	0	0	0	0	0	0	0	0	0	1
bay	0	0	0	0	0	0	0	0	0	0
bayağı	0	0	0	0	0	1	0	0	0	0
bayan	0	0	0	0	0	0	0	0	0	0
bayat	0	0	0	0	0	1	0	0	0	0
baygın	0	0	0	0	0	1	0	0	0	0
baygınlık	0	0	0	0	0	0	0	0	0	0
bayılma	0	0	0	1	0	1	0	1	1	0
Bayım	0	0	0	0	0	0	1	0	0	1
bayt	0	0	0	0	0	0	0	0	0	0
baz	0	0	0	0	0	0	0	0	0	1
bazen	0	0	0	0	0	0	0	0	0	0
bazilika	0	0	0	0	0	0	0	0	0	0
bebek	0	0	0	0	1	0	1	0	0	0
bebek bekleyen	0	1	0	0	0	0	0	0	0	0
bebek bezi	0	0	1	0	0	0	0	0	0	0
bebek karyolası	0	0	0	0	0	0	0	0	0	0
bebek öldürme	1	1	1	1	0	1	0	1	0	0
bebeklik	0	0	0	0	0	0	0	0	0	0
becerememe	0	0	0	0	0	1	0	0	0	0
beceri	0	0	0	0	0	0	0	0	0	0
becerikli	0	0	0	0	0	0	1	0	0	1
beceriksiz	1	0	0	0	0	1	0	1	0	0
beceriksizlik	0	0	1	0	0	1	0	0	0	0
bedenden ayrılmış	0	0	0	1	0	1	0	1	0	0
bedensel	0	0	0	0	0	0	0	0	0	0
beğenme	0	0	0	0	0	0	0	0	0	0
beğenmek	0	0	0	0	0	0	1	0	0	1
beğenmemek	1	0	1	0	0	1	0	1	0	0
bekâr	0	0	0	0	0	0	0	0	0	0
bekârlık	0	0	0	0	0	0	0	0	0	0
bekçi	0	0	0	0	0	0	1	0	0	1
bekçi köpeği	0	0	0	0	0	0	1	0	0	1
bekleme	0	0	0	0	0	0	0	0	0	0
beklemede kaldığı	0	0	0	0	0	0	0	0	0	0
beklemek	0	1	0	0	0	0	0	0	0	0
beklenen	0	1	0	0	0	0	0	0	0	0
beklenmedik	0	1	0	1	1	1	1	0	1	0
beklenmeyen	0	0	0	0	0	0	0	0	1	0
beklenti	0	1	0	0	0	0	0	0	0	0
Bekleyin	0	1	0	0	0	1	0	0	0	0
bekliyor	0	1	0	0	0	0	0	0	0	0
bel	0	0	0	0	0	0	0	0	0	0
belagat	0	0	0	0	0	0	1	0	0	0
belâgat	0	0	0	0	0	0	0	0	0	0
belediye	0	0	0	0	0	0	0	0	0	0
Belediye Başkanı	0	0	0	0	0	0	1	0	0	0
belediyeye ait	0	0	0	0	0	0	0	0	0	0
belge	0	0	0	0	0	0	0	0	0	0
belgesel	0	0	0	0	0	0	0	0	0	0
belirgin	0	0	0	0	0	0	1	0	0	1
belirleme	0	0	0	0	0	0	1	0	0	1
belirlemek	0	0	0	0	0	0	0	0	0	0
belirlenebilir	0	0	0	0	0	0	0	0	0	0
belirlenen	0	0	0	0	0	0	1	0	0	0
belirleyici	0	0	0	0	0	0	0	0	0	0
belirleyicisi	0	0	0	0	0	0	0	0	0	0
belirsiz	0	0	0	0	0	1	0	0	0	0
belirsizlik	0	0	0	0	0	0	0	0	0	0
belirten	0	0	0	0	0	0	0	0	0	0
belirti	0	0	0	0	0	0	0	0	0	0
belirtilmemiş	0	0	0	0	0	0	0	0	0	0
belirtmek	0	0	0	0	0	0	0	0	0	0
"belirtmek	 bildirmek"	0	0	0	0	0	0	0	0	0	0
belkemiği	0	0	0	0	0	0	0	0	0	0
belki	0	0	0	0	0	0	0	0	1	0
bellek	0	0	0	0	0	0	0	0	0	0
belsoğukluğu	1	0	1	1	0	1	0	1	0	0
bencil	1	0	1	0	0	1	0	0	0	0
bencillik	0	0	0	0	0	1	0	0	0	0
benek	0	0	1	0	0	1	0	0	0	0
benekli	0	0	0	0	0	0	0	0	0	0
Benimseme	0	0	0	0	0	0	0	0	0	0
benimsemek	0	0	0	0	0	0	0	0	0	0
benlik	0	0	0	0	0	0	0	0	0	0
bent	0	0	0	0	0	0	0	0	0	0
benzemek	0	0	0	0	0	0	0	0	0	0
benzemez	0	0	0	0	0	0	0	0	0	0
benzen	0	0	0	0	0	0	0	0	0	0
benzer	0	0	0	0	0	0	0	0	0	0
benzerlik	0	0	0	0	0	0	0	0	0	0
benzersiz	0	0	0	0	0	0	1	0	1	0
benzetmek	0	0	0	0	0	0	0	0	0	0
benzeyen	0	0	0	0	0	0	0	0	0	1
benzin	0	0	0	0	0	0	0	0	0	0
berbat	1	0	0	0	0	1	0	0	0	0
berbat şekilde	0	0	0	0	0	1	0	1	0	0
bereketli	0	0	0	0	0	0	1	0	0	0
bergamot	0	0	0	0	0	0	0	0	0	0
Berlin	0	0	0	0	0	0	0	0	0	0
berraklık	0	0	0	0	0	0	0	0	0	0
beş parasız	0	0	0	0	0	0	0	0	0	0
beşeri bilimler	0	0	0	0	0	0	0	0	0	0
beşik	0	1	0	0	1	0	1	0	0	1
besleme	0	0	0	0	0	0	0	0	0	0
beslemek	0	1	0	0	1	0	1	0	1	1
beslenme	0	0	0	0	0	0	1	0	0	0
besleyici	0	0	0	0	0	0	0	0	0	0
besteci	0	0	0	0	0	0	1	0	0	0
betimlemek	0	0	0	0	0	0	0	0	0	0
beton	0	0	0	0	0	0	0	0	0	0
betty	0	0	0	0	0	0	0	0	0	0
bey	0	0	0	0	0	0	0	0	0	0
Beyan	0	0	0	0	0	0	1	0	0	1
beyanname	0	0	0	0	0	0	0	0	0	0
beyaz	0	1	0	0	1	0	1	0	0	1
beyazımsı	0	0	0	0	0	0	0	0	0	0
beyazlık	0	0	0	0	1	0	1	0	0	0
beyefendi	0	0	0	0	0	0	1	0	0	1
beyhude	0	0	0	0	0	1	0	1	0	0
beyin	0	0	0	0	0	0	0	0	0	0
beyin fırtınası	0	0	0	0	0	0	0	0	0	0
beyzbol	0	0	0	0	0	0	0	0	0	0
bez	0	0	0	0	0	0	0	0	0	0
bezdirmek	1	0	1	0	0	1	0	0	0	0
